Export RT-Kasse v4.2 | Rad & Tat GmbH | erstellt 2026-01-02 06:00 | alle Filialen
Belegnummer,Belegdatum,Filiale,Kategorie,Produkt,Menge,Umsatz,Kosten
B102540,2025-11-06,Hamburg,Zubehör,Luftpumpe,1,23.65,9.90
B102541,2025-11-06,München,Zubehör,Lichtset LED,1,38.70,16.80
B102542,2025-11-06,München ,Zubehör,Helm Urban,3,227.72,114.00
B102543,2025-11-06,München,Zubehör,Helm Urban,3,232.51,114.00
B102544,2025-11-07,Hamburg,Zubehör,Luftpumpe,3,67.23,29.70
B102545,2025-11-07,Köln,werkstatt,Schlauchwechsel,1,15.92,9.00
B102546,2025-11-07,München,E-Bikes,E-Bike City,1,2424.03,1690.00
B102547,2025-11-07,München,Zubehör,Fahrradtasche,1,84.55,44.00
B102548,2025-11-07,München,Bekleidung,Radhose,1,69.00,29.00
B102549,2025-11-07,München,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102550,2025-11-07,München,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B102551,2025-11-07,Leipzig,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102552,2025-11-08,Hamburg,Fahrräder,Gravelbike Kies,1,1169.10,830.00
B102553,2025-11-08,Hamburg,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B102554,2025-11-08,Köln,Werkstatt,Inspektion Standard,1,66.75,52.00
B102555,2025-11-08,München,Zubehör,Lichtset LED,3,113.71,50.40
B102556,2025-11-08,Leipzig,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102557,2025-11-08,Leipzig,Zubehör,Faltschloss,1,53.91,27.50
B102558,2025-11-10,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102559,2025-11-10,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B102560,2025-11-10,Köln,zubehör,Luftpumpe,2,42.33,19.80
B102561,2025-11-10,Köln,Werkstatt,Schlauchwechsel,1,14.92,9.00
B102562,2025-11-10,München,zubehör,Helm Urban,2,159.80,76.00
B102563,2025-11-10,München,Bekleidung,Handschuhe,1,27.51,11.50
B102564,2025-11-10,Leipzig  ,Werkstatt,Inspektion Standard,1,89.00,52.00
B102565,2025-11-10,Leipzig,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102566,2025-11-11,Hamburg,Zubehör,Luftpumpe,2,48.31,19.80
B102567,2025-11-11,Köln,E-Bikes,E-Bike City,1,1999.20,1690.00
B102568,2025-11-11,München,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102569,2025-11-11,Leipzig,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102570,2025-11-12,Köln,Bekleidung,Regenjacke,1,103.20,61.00
B102571,2025-11-12,Köln,Werkstatt,Schlauchwechsel,1,14.92,9.00
B102572,2025-11-12,München,Zubehör,Faltschloss,2,107.82,55.00
B102573,2025-11-12,München,Zubehör,Luftpumpe,3,72.46,29.70
B102574,2025-11-12,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102575,2025-11-12,Leipzig,Werkstatt,Inspektion E-Bike,1,137.08,88.00
B102576,2025-11-12,Leipzig,Zubehör,Helm Urban,1,79.90,38.00
B102577,2025-11-12,Leipzig,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B102578,2025-11-13,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102579,2025-11-13,Hamburg,fahrräder,Trekkingrad Tour,1,809.10,560.00
B102580,2025-11-13,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102581,2025-11-13,Köln,Zubehör,Fahrradtasche,1,71.20,44.00
B102582,2025-11-13,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102583,2025-11-13,München,Werkstatt,Inspektion Standard,1,86.33,52.00
B102584,2025-11-13,Leipzig,Bekleidung,Handschuhe,2,53.82,23.00
B102585,2025-11-14,Hamburg ,Werkstatt,Inspektion Standard,1,86.33,52.00
B102586,2025-11-14,Hamburg,e-bikes,E-Bike City,1,2499.00,1690.00
B102587,2025-11-14,Hamburg  ,Zubehör,Faltschloss,1,56.90,27.50
B102588,2025-11-14,Köln,Zubehör,Luftpumpe,3,63.49,29.70
B102589,2025-11-14,Köln,Zubehör,Fahrradtasche,3,226.95,132.00
B102590,2025-11-14,Köln,Werkstatt,Schlauchwechsel,1,16.91,9.00
B102591,2025-11-14,Köln,Zubehör,Faltschloss,1,50.91,27.50
B102592,2025-11-14,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B102593,2025-11-15,Hamburg,Zubehör,Lichtset LED,3,107.73,50.40
B102594,2025-11-15,Köln,Zubehör,Lichtset LED,1,29.92,16.80
B102595,2025-11-15,Köln,Zubehör,Helm Urban,1,63.92,38.00
B102596,2025-11-15,Köln,Zubehör,Fahrradtasche,3,213.60,132.00
B102597,2025-11-17,Köln,Zubehör,Fahrradtasche,2,142.40,88.00
B102598,2025-11-17,Köln,Zubehör,Faltschloss,1,44.92,27.50
B102599,2025-11-17,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102600,2025-11-17,München  ,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102601,2025-11-17,München ,Bekleidung,Regenjacke,1,116.10,61.00
B102602,2025-11-17,München,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B102603,2025-11-17,Leipzig,Bekleidung,Regenjacke,2,258.00,122.00
B102604,2025-11-18,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102605,2025-11-18,Hamburg,Zubehör,Lichtset LED,1,39.90,16.80
B102606,2025-11-18,München,Bekleidung,Radhose,1,69.00,29.00
B102607,2025-11-18,München,Zubehör,Faltschloss,1,56.90,27.50
B102608,2025-11-19,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102609,2025-11-19,Köln,Werkstatt,Inspektion Standard,1,66.75,52.00
B102610,2025-11-19,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102611,2025-11-19,München,Zubehör,Fahrradtasche,1,86.33,44.00
B102612,2025-11-19,München,Zubehör,Lichtset LED,3,119.70,50.40
B102613,2025-11-19,Leipzig,Bekleidung,Handschuhe,2,56.81,23.00
B102614,2025-11-20,Hamburg,E-Bikes,E-Bike City,1,2499.00,1690.00
B102615,2025-11-20,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102616,2025-11-20,Köln,Fahrräder,Kinderrad 20 Zoll,1,279.65,205.00
B102617,2025-11-20,Köln,Zubehör,Helm Urban,3,179.78,114.00
B102618,2025-11-20,Köln,Zubehör,Helm Urban,3,203.75,114.00
B102619,2025-11-20,München,Bekleidung,Handschuhe,1,26.91,11.50
B102620,2025-11-20,München,Zubehör,Luftpumpe,2,47.31,19.80
B102621,2025-11-20,Leipzig,Zubehör,Lichtset LED,2,77.41,33.60
B102622,2025-11-21,Hamburg,Zubehör,Lichtset LED,1,35.91,16.80
B102623,2025-11-21,Hamburg,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102624,2025-11-21,Köln,zubehör,Helm Urban,3,203.75,114.00
B102625,2025-11-21,München,Zubehör,Fahrradtasche,2,163.76,88.00
B102626,2025-11-21,Leipzig,Zubehör,Luftpumpe,2,49.80,19.80
B102627,2025-11-22,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B102628,2025-11-22,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102629,2025-11-22,Hamburg,zubehör,Luftpumpe,1,24.15,9.90
B102630,2025-11-22,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B102631,2025-11-22,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102632,2025-11-22,München,Werkstatt,Inspektion Standard,1,80.10,52.00
B102633,2025-11-24,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B102634,2025-11-24,Hamburg,Bekleidung,Regenjacke,1,116.10,61.00
B102635,2025-11-24,Hamburg,Zubehör,Fahrradtasche,2,169.10,88.00
B102636,2025-11-24,Hamburg,Zubehör,Helm Urban,2,155.01,76.00
B102637,2025-11-24,Hamburg,Zubehör,Luftpumpe,2,44.82,19.80
B102638,2025-11-24,Köln,E-Bikes,E-Bike City,1,1999.20,1690.00
B102639,2025-11-24,Köln,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B102640,2025-11-24,München,Bekleidung,Regenjacke,2,258.00,122.00
B102641,2025-11-24,München  ,Zubehör,Lichtset LED,1,36.71,16.80
B102642,2025-11-24,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102643,2025-11-25,Hamburg,Bekleidung,Regenjacke,2,232.20,122.00
B102644,2025-11-25,Köln,Fahrräder,Kinderrad 20 Zoll,1,263.20,205.00
B102645,2025-11-25,München,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102646,2025-11-25,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102647,2025-11-25,Leipzig,Bekleidung,Handschuhe,1,28.40,11.50
B102648,2025-11-26,Hamburg,Zubehör,Faltschloss,2,107.82,55.00
B102649,2025-11-26,München,Zubehör,Helm Urban,1,71.91,38.00
B102650,2025-11-26,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102651,2025-11-26,München,Zubehör,Faltschloss,2,113.81,55.00
B102652,2025-11-26,Leipzig,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B102653,2025-11-27,Hamburg,bekleidung,Regenjacke,2,258.00,122.00
B102654,2025-11-27,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102655,2025-11-27,Köln,Zubehör,Fahrradtasche,2,151.30,88.00
B102656,2025-11-27,Köln,Zubehör,Lichtset LED,1,33.91,16.80
B102657,2025-11-27,München,fahrräder,Stadtrad Classic,1,649.00,410.00
B102658,2025-11-27,München,Zubehör,Faltschloss,1,58.10,27.50
B102659,2025-11-27,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102660,2025-11-27,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102661,2025-11-27,München ,Fahrräder,Kinderrad 20 Zoll,1,296.10,205.00
B102662,2025-11-28,Hamburg ,E-Bikes,E-Bike City,1,2374.05,1690.00
B102663,2025-11-28,Hamburg,Bekleidung,Handschuhe,1,29.90,11.50
B102664,2025-11-28,Hamburg,Zubehör,Faltschloss,1,58.10,27.50
B102665,2025-11-28,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102666,2025-11-28,München ,Zubehör,Lichtset LED,2,79.80,33.60
B102667,2025-11-28,München ,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102668,2025-11-28,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102669,2025-11-29,Hamburg,Bekleidung,Radhose,1,63.48,29.00
B102670,2025-11-29,Hamburg,Zubehör,Faltschloss,2,113.81,55.00
B102671,2025-11-29,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B102672,2025-11-29,Hamburg,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102673,2025-11-29,Köln,Zubehör,Lichtset LED,3,95.76,50.40
B102674,2025-12-01,Hamburg ,Bekleidung,Radhose,2,126.96,58.00
B102675,2025-12-01,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102676,2025-12-01,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102677,2025-12-01,Köln,Bekleidung,Handschuhe,2,47.84,23.00
B102678,2025-12-01,München,Zubehör,Helm Urban,1,77.50,38.00
B102679,2025-12-01,München,Zubehör,Luftpumpe,3,70.96,29.70
B102680,2025-12-01,Leipzig,Zubehör,Lichtset LED,1,38.70,16.80
B102681,2025-12-01,Leipzig,Bekleidung,Regenjacke,1,129.00,61.00
B102682,2025-12-01,Leipzig,Bekleidung,Radhose,1,62.10,29.00
B102683,2025-12-02,Hamburg ,Bekleidung,Handschuhe,1,29.90,11.50
B102684,2025-12-02,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B102685,2025-12-02,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102686,2025-12-02,München ,Zubehör,Helm Urban,1,79.90,38.00
B102687,2025-12-02,München,Bekleidung,Radhose,1,69.00,29.00
B102688,2025-12-02,Leipzig,Zubehör,Luftpumpe,1,23.65,9.90
B102689,2025-12-03,Hamburg,Zubehör,Helm Urban,3,227.72,114.00
B102690,2025-12-03,Hamburg,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102691,2025-12-03,Hamburg,Zubehör,Faltschloss,1,56.90,27.50
B102692,2025-12-03,Köln,zubehör,Faltschloss,3,143.76,82.50
B102693,2025-12-03,Köln  ,Werkstatt,Inspektion Standard,1,71.20,52.00
B102694,2025-12-03,Leipzig,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102695,2025-12-03,Leipzig,Werkstatt,Inspektion Standard,1,81.88,52.00
B102696,2025-12-03,Leipzig,werkstatt,Inspektion E-Bike,1,144.53,88.00
B102697,2025-12-03,Leipzig,Zubehör,Fahrradtasche,2,160.20,88.00
B102698,2025-12-04,Köln,Zubehör,Helm Urban,1,67.92,38.00
B102699,2025-12-04,Köln ,Bekleidung,Handschuhe,2,50.83,23.00
B102700,2025-12-04,Köln,Zubehör,Helm Urban,2,127.84,76.00
B102701,2025-12-04,Köln  ,Zubehör,Faltschloss,1,44.92,27.50
B102702,2025-12-04,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102703,2025-12-04,München ,werkstatt,Inspektion Standard,1,84.55,52.00
B102704,2025-12-04,München,Zubehör,Helm Urban,2,155.01,76.00
B102705,2025-12-05,Hamburg,Zubehör,Fahrradtasche,2,169.10,88.00
B102706,2025-12-05,München,E-Bikes,E-Bike Trekking,1,3103.03,2170.00
B102707,2025-12-05,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102708,2025-12-06,Hamburg,Zubehör,Lichtset LED,2,75.81,33.60
B102709,2025-12-06,Hamburg,Werkstatt,Inspektion Standard,1,89.00,52.00
B102710,2025-12-06,Köln,Zubehör,Luftpumpe,1,19.92,9.90
B102711,2025-12-06,Köln,Werkstatt,Inspektion Standard,1,75.65,52.00
B102712,2025-12-06,München,Zubehör,Fahrradtasche,3,267.00,132.00
B102713,2025-12-06,München ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102714,2025-12-06,Leipzig,Zubehör,Helm Urban,3,239.70,114.00
B102715,2025-12-08,Hamburg  ,Bekleidung,Handschuhe,2,56.81,23.00
B102716,2025-12-08,Hamburg,Bekleidung,Handschuhe,1,26.91,11.50
B102717,2025-12-08,Hamburg,zubehör,Luftpumpe,3,70.96,29.70
B102718,2025-12-08,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102719,2025-12-08,Köln ,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B102720,2025-12-08,München,Zubehör,Luftpumpe,2,49.80,19.80
B102721,2025-12-08,München,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102722,2025-12-08,München,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B102723,2025-12-08,Leipzig,E-Bikes,E-Bike Trekking,1,2943.08,2170.00
B102724,2025-12-09,Köln,e-bikes,E-Bike Trekking,1,2559.20,2170.00
B102725,2025-12-09,Köln,Werkstatt,Inspektion Standard,1,75.65,52.00
B102726,2025-12-09,Köln  ,Werkstatt,Inspektion Standard,1,71.20,52.00
B102727,2025-12-09,Köln,Fahrräder,Kinderrad 20 Zoll,1,263.20,205.00
B102728,2025-12-09,München,Bekleidung,Regenjacke,1,129.00,61.00
B102729,2025-12-09,München ,Werkstatt,Inspektion Standard,1,86.33,52.00
B102730,2025-12-09,München,Zubehör,Faltschloss,2,119.80,55.00
B102731,2025-12-09,München,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B102732,2025-12-09,München,Zubehör,Lichtset LED,3,107.73,50.40
B102733,2025-12-10,Hamburg,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102734,2025-12-10,München,Bekleidung,Handschuhe,2,53.82,23.00
B102735,2025-12-10,München ,Zubehör,Lichtset LED,2,71.82,33.60
B102736,2025-12-10,München,Bekleidung,Radhose,2,138.00,58.00
B102737,2025-12-10,Leipzig,Zubehör,Helm Urban,3,215.73,114.00
B102738,2025-12-10,Leipzig,Zubehör,Helm Urban,2,159.80,76.00
B102739,2025-12-11,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102740,2025-12-11,Köln,zubehör,Faltschloss,2,89.85,55.00
B102741,2025-12-11,Köln,Bekleidung,Radhose,2,110.40,58.00
B102742,2025-12-11,Köln,Zubehör,Fahrradtasche,2,151.30,88.00
B102743,2025-12-11,München,Bekleidung,Regenjacke,1,122.55,61.00
B102744,2025-12-11,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B102745,2025-12-11,München,Zubehör,Helm Urban,1,79.90,38.00
B102746,2025-12-12,Hamburg,fahrräder,Stadtrad Classic,1,649.00,410.00
B102747,2025-12-12,Hamburg,bekleidung,Handschuhe,1,29.90,11.50
B102748,2025-12-12,Hamburg,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102749,2025-12-12,Hamburg,Bekleidung,Radhose,2,124.20,58.00
B102750,2025-12-12,Hamburg,Zubehör,Helm Urban,1,75.91,38.00
B102751,2025-12-12,Köln,Zubehör,Luftpumpe,3,59.76,29.70
B102752,2025-12-12,Köln,Werkstatt,Schlauchwechsel,1,14.92,9.00
B102753,2025-12-12,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102754,2025-12-12,Leipzig,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102755,2025-12-13,Hamburg,E-Bikes,E-Lastenrad,1,4491.00,3490.00
B102756,2025-12-13,Hamburg,Bekleidung,Regenjacke,1,118.68,61.00
B102757,2025-12-13,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102758,2025-12-13,Hamburg,werkstatt,Inspektion Standard,1,84.55,52.00
B102759,2025-12-13,Köln,e-bikes,E-Bike Trekking,1,2559.20,2170.00
B102760,2025-12-13,Köln,Bekleidung,Regenjacke,1,96.75,61.00
B102761,2025-12-13,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102762,2025-12-13,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102763,2025-12-13,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102764,2025-12-13,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102765,2025-12-13,München,Bekleidung,Handschuhe,2,56.81,23.00
B102766,2025-12-13,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102767,2025-12-15,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B102768,2025-12-15,München,E-Bikes,E-Bike Trekking,1,3103.03,2170.00
B102769,2025-12-16,Hamburg,Zubehör,Helm Urban,2,151.81,76.00
B102770,2025-12-16,Hamburg ,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102771,2025-12-16,Köln,Fahrräder,Kinderrad 20 Zoll,1,246.75,205.00
B102772,2025-12-16,Köln ,Werkstatt,Schlauchwechsel,1,16.91,9.00
B102773,2025-12-16,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102774,2025-12-16,Leipzig,Zubehör,Faltschloss,1,56.90,27.50
B102775,2025-12-16,Leipzig,Zubehör,Lichtset LED,1,39.90,16.80
B102776,2025-12-17,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102777,2025-12-17,Hamburg,Zubehör,Luftpumpe,1,24.90,9.90
B102778,2025-12-17,Hamburg,Zubehör,Helm Urban,2,159.80,76.00
B102779,2025-12-17,Hamburg,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102780,2025-12-17,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102781,2025-12-17,Köln,Zubehör,Lichtset LED,1,31.92,16.80
B102782,2025-12-17,Köln,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B102783,2025-12-17,München,fahrräder,Stadtrad Classic,1,649.00,410.00
B102784,2025-12-17,Leipzig  ,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B102785,2025-12-18,Hamburg,Zubehör,Lichtset LED,3,116.11,50.40
B102786,2025-12-18,Hamburg,Bekleidung,Handschuhe,2,59.80,23.00
B102787,2025-12-18,Köln,E-Bikes,E-Bike City,1,1999.20,1690.00
B102788,2025-12-18,München,fahrräder,Kinderrad 20 Zoll,1,312.55,205.00
B102789,2025-12-18,München,Bekleidung,Handschuhe,1,28.40,11.50
B102790,2025-12-18,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102791,2025-12-18,Leipzig,Zubehör,Faltschloss,3,174.31,82.50
B102792,2025-12-19,Hamburg,Zubehör,Luftpumpe,3,70.96,29.70
B102793,2025-12-19,Hamburg,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102794,2025-12-19,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B102795,2025-12-19,Köln,Bekleidung,Handschuhe,1,23.92,11.50
B102796,2025-12-19,München,Zubehör,Helm Urban,3,227.72,114.00
B102797,2025-12-19,München,Zubehör,Helm Urban,1,75.91,38.00
B102798,2025-12-19,München,fahrräder,Trekkingrad Tour,1,827.08,560.00
B102799,2025-12-20,Hamburg,Zubehör,Faltschloss,2,107.82,55.00
B102800,2025-12-20,Hamburg,Bekleidung,Regenjacke,1,125.13,61.00
B102801,2025-12-20,Hamburg,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102802,2025-12-20,Hamburg,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102803,2025-12-20,Köln,E-Bikes,E-Bike City,1,1999.20,1690.00
B102804,2025-12-20,Köln,Bekleidung,Handschuhe,1,23.92,11.50
B102805,2025-12-20,München  ,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102806,2025-12-20,München,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B102807,2025-12-22,Hamburg,bekleidung,Handschuhe,1,29.90,11.50
B102808,2025-12-22,Köln,Fahrräder,Trekkingrad Tour,1,764.15,560.00
B102809,2025-12-22,Köln,Fahrräder,Kinderrad 20 Zoll,1,246.75,205.00
B102810,2025-12-22,Köln,Zubehör,Fahrradtasche,2,133.50,88.00
B102811,2025-12-22,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102812,2025-12-22,München,Bekleidung,Regenjacke,2,258.00,122.00
B102813,2025-12-22,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102814,2025-12-22,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102815,2025-12-23,Hamburg,Bekleidung,Regenjacke,1,129.00,61.00
B102816,2025-12-23,Hamburg,Zubehör,Fahrradtasche,2,178.00,88.00
B102817,2025-12-23,Köln,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B102818,2025-12-23,Köln,Werkstatt,Inspektion E-Bike,1,111.75,88.00
B102819,2025-12-23,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102820,2025-12-23,München,werkstatt,Schlauchwechsel,1,19.90,9.00
B102821,2025-12-23,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102822,2025-12-23,München,Zubehör,Helm Urban,3,239.70,114.00
B102823,2025-12-23,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B102824,2025-12-24,Köln,Zubehör,Lichtset LED,3,95.76,50.40
B102825,2025-12-24,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B102826,2025-12-24,München,zubehör,Fahrradtasche,2,178.00,88.00
B102827,2025-12-24,München,Zubehör,Fahrradtasche,1,84.55,44.00
B102828,2025-12-24,München,Zubehör,Luftpumpe,3,70.96,29.70
B102829,2025-12-24,München,zubehör,Helm Urban,3,215.73,114.00
B102830,2025-12-24,Leipzig,Zubehör,Fahrradtasche,2,160.20,88.00
B102831,2025-12-25,Köln,Zubehör,Lichtset LED,1,31.92,16.80
B102832,2025-12-25,Köln,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B102833,2025-12-25,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102834,2025-12-26,Hamburg,Zubehör,Faltschloss,1,53.91,27.50
B102835,2025-12-26,Köln,Zubehör,Faltschloss,1,44.92,27.50
B102836,2025-12-26,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102837,2025-12-26,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B102838,2025-12-27,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102839,2025-12-27,Hamburg,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B102840,2025-12-27,Hamburg,Zubehör,Helm Urban,2,159.80,76.00
B102841,2025-12-27,Hamburg,Zubehör,Luftpumpe,3,70.96,29.70
B102842,2025-12-27,Hamburg,Zubehör,Fahrradtasche,3,240.30,132.00
B102843,2025-12-27,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B102844,2025-12-27,Köln ,Zubehör,Lichtset LED,1,29.92,16.80
B102845,2025-12-27,Köln,Zubehör,Fahrradtasche,2,151.30,88.00
B102846,2025-12-27,Köln,Werkstatt,Inspektion Standard,1,75.65,52.00
B102847,2025-12-27,Köln,Zubehör,Faltschloss,2,101.83,55.00
B102848,2025-12-27,München,e-bikes,E-Bike Trekking,1,3199.00,2170.00
B102849,2025-12-27,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B102850,2025-12-27,Leipzig,Bekleidung,Regenjacke,2,232.20,122.00
B102851,2025-12-29,Hamburg,Zubehör,Fahrradtasche,3,253.65,132.00
B102852,2025-12-29,Hamburg,Zubehör,Helm Urban,3,239.70,114.00
B102853,2025-12-29,Hamburg,E-Bikes,E-Bike City,1,2249.10,1690.00
B102854,2025-12-29,Hamburg,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B102855,2025-12-29,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B102856,2025-12-29,Köln,Zubehör,Helm Urban,2,127.84,76.00
B102857,2025-12-29,Köln,Zubehör,Helm Urban,2,127.84,76.00
B102858,2025-12-29,München,Zubehör,Fahrradtasche,2,160.20,88.00
B102859,2025-12-29,München,Zubehör,Faltschloss,3,179.70,82.50
B102860,2025-12-29,Leipzig ,Zubehör,Fahrradtasche,1,84.55,44.00
B102861,2025-12-29,Leipzig,Bekleidung,Regenjacke,2,245.10,122.00
B102862,2025-12-30,Hamburg  ,Zubehör,Lichtset LED,3,107.73,50.40
B102863,2025-12-30,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B102864,2025-12-30,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B102865,2025-12-30,Köln,Zubehör,Helm Urban,1,63.92,38.00
B102866,2025-12-30,München,Zubehör,Lichtset LED,2,77.41,33.60
B102867,2025-12-30,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102868,2025-12-30,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102869,2025-12-31,Hamburg  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102870,2025-12-31,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102871,2025-12-31,Köln,Fahrräder,Kinderrad 20 Zoll,1,246.75,205.00
B102872,2025-12-31,Köln,Zubehör,Faltschloss,3,143.76,82.50
